AEM1;AEM2;AEM3;AEM4;AEM5;AEM6;ASM1;ASM2;ASM3;ASM4;ASM5;ASM6;AIC1;AIC2;AIC3;AIC4;AIC5;ADR1;ADR2;ADR3;ADR4;AEV1;AEV2;AEV3;AEV4;ADC1;ADC2;ADC3;PAS7;PAS18;PAS13;PAS20;PAS1;PAS12;PAS8;PAS15;PAS6;PAS14;PAS5;PAS16;PAS17;PAS9;PAS3 ;PAS2;PAS11;AAC1;AAC2;AAC3;ATP1;ATP2;ATP3;AVR1;AVR2;AVR3;AVR4;AVR5;TRU1;TRU2;TRU3;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;CRT7;CRT8;CRT9;CRT10;CRT11;CRT12;CRT13;JSA1;JSA2;JSA3;JSA4;JSA5;MHL1;MHL2;MHL3;MHL4;MHL5;ATI1;ATI2 ;ATI3;ATI4;ATI5;ATI6;ATI7 ;ADC;ADR;AEM;AEV;AIC;ASM;ACL;ANR;AAC_ustd;ALD_ustd;ATP_ustd;AVR_ustd;CRT_ustd;PAS_ustd;TRU_ustd
7;5;3;3;3;2;7;3;2;4;7;4;2;5;6;4;4;1;1;3;1;5;4;4;2;1;1;2;5;3;2;5;5;5;1;5;5;7;3;1;7;6;3;4;6;5;5;5;3;2;1;2;5;4;6;7;6;5;6;7;7;7;7;7;7;7;7;6;4;6;5;5;2;2;6;1;6;2;1;3;6;3;5;6;3;6;6;7;7;-2,177;-2,5;-0,663;-0,766;0,115;0,056;-2,053;-0,165;5;2,969560316;1,952;4,802;6,275;4,133;5,669
5;5;5;5;4;2;4;5;5;4;6;5;6;6;6;6;5;3;3;3;5;7;6;4;7;6;5;5;2;2;2;2;3;4;2;2;2;4;4;3;7;5;2;3;4;6;6;5;5;5;5;3;5;4;3;4;5;5;4;4;3;5;4;4;5;5;5;3;3;3;4;3;5;4;3;4;4;5;4;3;5;3;5;3;4;3;7;6;4;0,806;-0,92;-0,01;1,189;1,363;0,287;0,433;0,672;5,699;4,908680947;5;3,785;3,882;2,785;4,685
5;3;4;4;4;4;4;3;4;4;4;4;4;5;4;5;5;4;4;3;6;5;5;5;5;6;5;6;5;4;6;5;3;4;3;5;6;5;3;2;5;4;1;4;4;5;5;5;4;4;3;3;4;2;2;3;6;4;3;4;4;4;4;6;6;6;6;5;4;6;5;6;3;2;5;5;4;5;4;3;3;4;6;5;6;3;5;3;2;1,049;-0,322;-0,314;0,315;0,394;-0,558;0,405;-0,202;5;4,434047351;3,631;2,787;5,052;4,04;4,394
7;5;7;7;7;7;7;6;6;7;7;7;5;6;6;6;6;5;6;6;6;7;7;6;7;6;5;4;5;4;5;4;5;5;5;5;5;4;7;6;7;7;5;6;6;7;7;7;5;5;6;4;5;5;4;6;6;7;7;7;7;7;7;7;6;5;6;5;5;6;6;6;3;5;6;3;7;7;7;7;7;6;6;3;5;5;7;7;6;0,564;0,996;1,994;1,785;1,374;1,857;1,279;2,089;7;6,161217587;5,369;4,789;6,154;5,147;6,646
5;3;3;2;3;5;2;2;3;3;3;4;3;3;4;2;2;2;3;4;1;1;4;2;5;2;1;4;2;2;2;2;1;1;2;1;1;3;2;2;5;3;2;2;2;1;3;2;2;2;3;1;1;2;1;5;3;4;4;3;3;2;3;3;3;3;5;3;3;4;4;3;4;3;3;1;1;3;3;4;3;3;2;5;2;1;3;3;1;-1,436;-1,656;-0,774;-1,235;-1,031;-1,399;-1,641;-1,313;2,056;2,616685457;2,369;1,99;3,242;1,794;3,646
5;4;4;3;3;6;4;3;3;4;5;6;4;6;5;5;5;3;4;4;3;6;6;5;3;1;5;2;2;2;2;1;2;1;1;2;2;3;3;2;3;5;2;3;2;5;4;4;3;2;4;3;2;6;2;2;5;3;3;2;3;3;3;4;6;6;5;3;3;3;4;4;3;5;4;4;3;3;3;3;3;3;3;3;3;2;3;3;2;-1,201;-0,866;-0,119;0,29;0,726;-0,243;-0,665;0,141;4,322;3,967305524;3,06;2,996;3,713;2,028;3,709
5;5;4;4;4;4;5;5;5;5;5;5;4;4;3;4;4;5;5;5;5;5;5;4;6;6;5;4;4;5;5;5;4;4;3;4;5;5;6;4;6;6;4;4;5;5;5;6;4;4;5;3;3;3;3;4;5;5;5;5;5;6;5;5;5;6;6;5;5;5;5;5;5;4;4;5;4;5;5;5;4;5;5;3;5;3;5;5;3;0,564;0,364;0,146;0,354;-0,256;0,42;0,488;0,136;5,301;4,661781285;4,369;3,198;5,218;4,482;5
1;2;3;2;3;6;4;1;1;7;5;7;1;5;3;2;5;5;6;7;6;5;5;1;3;6;4;1;6;6;7;7;6;7;2;6;5;4;7;5;7;6;3;7;7;7;6;4;2;2;4;7;6;6;1;2;5;5;5;6;2;6;4;4;3;5;5;7;6;6;4;7;7;6;6;1;6;7;7;7;2;2;4;1;4;2;7;6;1;-0,407;1,233;-0,81;-0,868;-0,704;-0,172;-0,04;-0,648;5,72;3,932356257;2,739;4,368;5,021;5,739;5
5;5;4;4;4;5;4;4;5;6;6;6;4;4;5;3;3;3;5;3;5;6;5;4;5;6;2;2;1;2;2;2;2;2;2;5;5;4;5;4;6;4;4;3;5;4;5;4;4;3;4;2;2;1;3;3;4;4;4;4;4;6;5;4;5;5;4;4;3;4;4;3;5;4;5;5;5;4;5;5;3;4;5;4;5;3;6;6;6;-0,653;-0,517;0,34;0,323;-0,226;0,602;-0,314;0,298;4,377;4,261555806;3,691;2,207;4,197;3,224;4
7;6;6;4;3;2;6;5;6;6;7;7;6;6;7;7;6;7;5;6;7;6;6;6;5;4;6;2;1;5;1;1;1;5;3;2;2;4;5;1;3;4;1;3;1;4;7;7;5;4;3;1;1;2;2;5;6;6;6;6;6;7;5;4;5;6;6;4;3;5;6;3;5;6;5;2;5;7;7;6;6;5;5;3;5;3;6;5;3;-0,189;1,394;-0,202;0,92;1,856;1,44;0,8;1,315;6,035;5,466741826;3,952;2,198;5,053;2,461;6
6;6;6;7;6;6;5;5;4;6;6;5;6;5;5;6;5;6;5;7;7;6;6;2;4;6;3;2;2;6;2;3;5;4;6;3;5;4;5;4;6;6;5;5;5;6;7;7;6;6;6;2;3;4;3;6;5;5;6;4;6;6;4;5;5;6;6;5;4;4;6;5;6;5;5;5;5;5;5;6;3;5;6;5;4;3;5;5;4;-0,409;1,428;1,839;-0,041;1,031;0,592;0,354;1,334;6,678;5,207440812;6;3,591;5,06;4,261;5,315
5;4;5;4;4;4;3;3;4;5;3;4;3;4;4;3;4;3;5;5;3;3;4;3;6;6;4;3;4;5;5;5;5;2;2;3;5;5;5;3;5;6;2;3;5;3;4;5;3;2;4;3;4;2;2;3;3;3;3;6;5;5;4;5;3;5;6;5;5;5;4;4;4;5;5;5;2;5;5;5;4;5;5;3;4;3;5;5;2;0,077;-0,428;-0,084;-0,443;-0,389;-0,702;-0,301;-0,499;3,979;3,852311161;3,06;2,787;4,79;3,958;3
5;2;4;3;2;1;5;5;5;5;6;6;6;6;5;5;3;4;4;4;6;3;6;4;3;4;5;6;2;1;1;2;1;4;1;4;3;4;3;3;7;6;3;3;5;3;6;5;4;5;3;1;1;2;2;1;4;5;6;5;4;6;6;5;6;4;6;6;5;5;6;6;6;5;5;5;5;7;7;7;7;7;5;2;4;2;6;6;1;0,537;-0,085;-1,739;-0,471;0,703;0,721;-0,01;-0,017;4,734;4,280721533;3,94;1,407;5,381;2,726;4,961
5;2;5;6;3;2;6;6;6;7;7;7;6;6;7;7;6;6;7;7;7;7;7;7;7;7;7;2;6;6;4;6;5;6;1;4;4;6;5;2;7;7;3;2;5;7;7;7;5;3;5;2;5;4;4;4;4;5;4;6;6;6;6;5;5;4;6;3;4;4;6;6;3;2;4;1;1;3;3;5;2;4;7;3;4;4;6;6;3;0,823;1,83;-0,662;1,97;1,856;1,719;1,757;1,275;7;6,02367531;4,382;3,792;5,15;4,407;4,331
5;4;5;3;4;3;4;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;5;4;6;6;5;4;4;4;5;5;3;3;3;4;5;5;5;3;6;6;4;3;5;4;5;5;3;3;5;4;3;3;3;4;4;5;5;5;5;6;5;5;5;5;6;5;5;5;5;5;5;4;4;4;4;5;4;5;3;5;3;3;4;3;5;5;3;0,564;0,364;-0,509;0,354;-0,082;0,282;0,488;-0,089;4,678;4,543404735;3,739;3,399;5,149;4,075;4,646
4;5;6;6;4;2;4;2;2;6;3;3;1;2;1;1;1;2;4;2;5;3;6;2;2;4;5;1;1;1;1;1;1;7;3;1;1;3;6;2;5;5;5;2;3;3;4;7;6;4;4;3;4;4;1;5;5;3;2;4;4;6;3;3;5;4;5;3;3;4;7;5;6;1;1;2;1;4;5;5;2;6;5;3;5;5;6;6;5;-0,675;-1,159;0,22;-1,063;-2,34;-0,953;-1,1;-1,286;4,58;2,958286359;4,643;3,372;4,285;2,574;3,394
6;4;3;7;3;6;6;7;7;7;3;5;6;4;6;5;5;3;6;5;5;6;6;1;7;7;6;1;1;1;1;5;1;1;5;2;5;5;6;1;4;6;4;1;1;6;7;5;7;6;7;7;6;2;5;4;5;2;1;3;3;6;3;1;2;3;5;4;5;5;2;3;6;2;2;7;7;7;7;7;7;7;7;4;7;6;7;6;7;0,337;0,159;0,805;0,443;0,896;1,071;0,36;1,124;6,077;5,101465614;6,691;4,802;3,478;2,667;2,748
5;2;7;7;2;1;6;7;7;7;7;7;7;6;6;6;5;7;7;7;7;7;6;5;6;6;7;2;2;4;1;2;1;2;2;6;7;3;4;1;6;5;6;6;6;7;6;4;7;7;6;1;5;4;4;1;4;3;5;7;7;5;6;4;7;7;7;7;6;5;7;7;5;6;6;7;6;6;7;6;6;6;6;3;7;6;4;7;6;0,567;2,034;-0,816;1,15;1,517;1,98;1,415;1,2;5,72;5,777903044;6,631;2,998;6,305;3,588;3,984
3;4;3;1;2;1;2;2;1;1;1;1;5;1;1;1;1;3;2;2;1;1;3;1;2;1;2;1;2;5;2;1;6;2;3;1;3;3;2;2;3;2;2;5;2;6;5;4;2;2;1;4;1;1;3;1;2;1;2;4;3;2;4;4;3;6;4;2;5;3;1;4;1;2;1;3;3;1;1;1;1;1;6;5;1;2;2;3;6;-2,175;-2,129;-1,74;-2,316;-1,878;-2,707;-2,52;-2,58;5,021;1,422773393;1,631;2,019;3,447;2,754;1,669
6;6;6;5;4;6;6;6;6;7;6;6;6;6;6;6;6;6;5;6;7;5;6;5;6;6;5;6;5;6;6;6;5;5;5;5;5;5;6;4;6;7;5;5;6;6;5;6;5;5;5;4;4;4;4;5;6;6;6;6;6;6;6;4;6;6;6;6;4;6;6;7;7;6;6;7;7;7;7;6;7;7;6;4;6;5;2;7;4;1,049;1,19;0,995;0,766;1,529;1,418;1,138;1,6;5,623;5,820744081;5;4,198;5,757;5,279;6
7;7;7;7;1;7;7;7;7;7;7;7;4;4;7;7;4;5;7;7;7;7;7;7;7;1;7;7;1;1;4;1;4;4;1;4;1;5;4;1;7;7;1;3;4;7;6;4;4;5;7;3;5;4;6;7;7;5;7;4;4;5;5;7;5;6;7;6;7;5;6;7;5;5;7;7;4;7;7;7;1;7;4;6;5;2;7;7;6;0,499;1,627;1,307;1,97;0,901;2,118;1,559;1,77;5,72;6,163472379;5,417;5,003;5,699;2,722;6,338
6;7;5;6;6;7;7;7;5;7;5;4;5;4;6;4;4;3;5;3;5;3;7;6;6;6;6;4;6;7;7;7;7;7;6;6;7;6;7;6;7;7;5;6;7;7;5;6;2;2;3;5;6;6;7;6;3;3;5;5;5;6;5;6;2;5;6;6;4;6;3;4;5;3;4;5;5;5;3;3;2;1;6;6;7;5;7;7;7;0,808;-0,517;2,032;0,794;0,422;1,108;0,428;1,387;5,944;5,279594138;2,369;6,007;4,871;6,479;3,63
3;7;6;7;7;7;1;1;3;2;1;7;5;2;1;2;1;7;6;5;6;7;4;1;3;1;5;3;2;2;5;3;7;5;5;5;1;1;1;4;7;6;1;2;1;1;1;1;3;6;7;4;4;1;1;1;5;6;7;6;4;7;6;3;7;3;6;4;5;3;3;1;6;4;3;6;6;7;7;5;7;7;7;6;7;5;7;7;7;-0,958;1,165;2,454;-0,712;-1,568;-1,685;-0,215;-0,505;1;3,900789177;5,404;2,186;4,427;2,988;5,961
3;3;2;2;2;2;4;2;3;2;3;4;2;2;3;3;3;3;3;3;2;4;5;2;4;4;3;2;2;2;1;2;2;1;1;2;3;3;4;2;6;5;1;1;2;1;3;3;3;2;4;2;2;1;2;1;4;5;3;4;4;5;5;4;5;6;5;5;4;3;5;4;4;3;2;3;3;5;3;3;3;3;2;5;2;3;3;3;2;-0,921;-1,498;-1,546;-0,653;-1,198;-1,272;-1,159;-1,599;2,356;2,758737317;3,06;1,604;4,513;1,962;4,016
5;5;4;3;4;2;4;4;4;5;6;5;3;4;4;4;4;4;4;5;5;5;6;3;6;6;4;4;3;4;4;3;2;3;2;4;5;4;6;3;6;6;3;2;6;4;5;6;5;4;5;3;4;2;3;5;5;5;5;5;5;6;6;6;6;4;6;5;5;5;6;5;5;5;5;4;6;6;6;6;4;6;6;4;5;4;6;6;5;0,32;-0,04;-0,472;0,397;-0,236;0,175;0,262;-0,185;4,979;4,356257046;4,691;3,391;5,381;3,624;5
5;4;3;2;4;3;4;3;5;6;5;4;7;3;4;3;3;3;5;4;3;4;5;3;6;4;2;4;5;6;6;5;4;5;5;5;5;6;7;7;6;5;4;5;5;3;3;4;2;3;5;4;3;4;2;5;5;6;6;4;4;5;5;5;3;3;5;4;4;4;4;3;3;2;3;3;1;5;3;4;2;3;5;4;4;3;5;5;2;-0,68;-0,665;-0,739;-0,023;-0,093;0,025;-0,514;-0,29;3,301;3,833145434;3,417;3,587;4,093;5,318;5,646
3;3;4;3;3;2;3;2;4;5;5;4;4;3;3;2;3;5;4;5;4;4;6;2;6;6;3;3;3;5;5;5;4;2;2;3;4;4;5;3;7;6;4;2;6;4;5;7;3;2;3;2;2;1;2;3;2;3;3;7;7;6;6;6;5;5;6;6;5;5;5;5;3;3;4;5;1;5;5;5;3;5;3;3;5;2;6;6;2;-0,167;-0,03;-1,124;0,02;-0,885;-0,523;-0,067;-0,989;5,28;3,737316798;2,691;1,999;5,706;3,793;2,646
7;3;5;2;6;6;2;2;5;6;7;7;6;4;5;2;3;4;3;4;6;7;6;5;7;6;3;6;5;5;5;4;4;5;2;7;6;7;7;7;6;7;5;4;5;6;6;4;6;6;6;6;6;4;4;4;4;5;4;6;6;6;6;7;3;6;6;7;5;5;6;7;7;7;5;6;6;7;7;7;5;6;6;4;6;6;7;7;3;0,56;-0,286;-0,006;1,373;-0,07;0,366;0,644;0,133;5,399;4,754227734;6;4,791;5,877;5,221;4,331
7;2;5;7;7;7;2;1;2;2;7;7;2;3;3;2;1;3;2;3;5;1;2;1;1;1;1;4;2;2;2;2;7;2;1;2;5;1;5;4;6;7;5;1;1;6;6;7;6;2;1;1;1;1;1;5;4;3;1;5;7;4;7;1;6;5;4;6;2;5;4;3;5;6;7;7;6;7;7;7;2;6;5;5;5;3;2;3;6;-1,692;-1,121;1,303;-2,766;-1,526;-0,754;-2,139;-0,484;6,301;2,750845547;2,918;1,791;4,525;2,765;2,724
6;6;5;6;6;5;5;5;6;6;6;6;5;5;6;5;6;5;5;6;6;6;7;5;6;6;6;5;3;5;5;5;4;3;4;5;5;4;6;4;7;6;4;3;4;6;6;6;5;5;5;4;3;3;4;5;5;5;5;6;6;6;6;5;6;6;7;6;6;6;6;7;6;6;6;6;6;5;6;6;6;6;6;4;6;5;6;6;4;1,05;0,794;1,414;1,186;1,064;1,001;1,157;1,377;6;5,714768884;5;3,805;6,077;4,256;5
4;4;3;3;2;2;3;4;5;3;3;4;4;3;3;3;3;3;5;4;4;4;5;2;4;3;2;3;2;2;2;3;2;1;2;2;2;3;5;3;5;4;2;2;3;3;4;6;2;2;3;2;2;1;2;3;3;3;3;4;4;4;5;4;3;4;5;4;4;3;3;3;3;2;3;3;2;5;4;4;4;5;3;3;3;2;3;4;2;-1,179;-0,473;-1,085;-0,653;-0,732;-0,739;-0,88;-1,01;4,28;3,235625705;2,369;1,999;3,853;2,416;3
5;3;4;4;4;3;4;4;4;5;5;5;5;5;5;4;5;6;5;5;5;5;5;3;5;5;5;2;2;4;4;2;2;2;2;3;3;3;3;2;6;4;2;3;3;5;4;4;4;5;5;4;2;2;2;5;4;4;3;5;5;5;5;3;6;6;5;5;4;5;5;5;5;4;5;4;5;5;3;3;3;5;5;3;5;4;4;5;2;-0,177;0,568;-0,508;-0,054;0,57;0,021;0,121;0,057;4,322;4,397970688;4,678;2,995;4,897;2,673;3,685
5;6;5;5;5;6;5;5;5;6;6;6;5;5;5;4;4;5;5;6;6;6;6;5;6;6;5;5;5;6;6;5;5;5;4;5;6;6;7;4;7;6;5;4;6;6;6;6;5;4;5;4;4;6;3;5;5;5;5;6;6;6;6;5;6;6;6;6;5;5;6;6;5;5;5;5;6;6;6;5;5;5;5;4;5;5;6;6;4;0,806;0,794;1,186;0,958;0,405;0,87;0,974;0,973;6;5,393461105;4,691;4,387;5,761;5,29;5
6;6;6;6;6;6;5;5;6;5;6;6;5;6;5;6;6;6;6;6;6;6;7;6;6;6;6;6;7;6;7;6;7;7;7;6;7;7;7;6;7;7;6;7;7;6;6;7;5;2;6;5;5;5;5;5;6;6;6;5;6;6;6;6;7;7;6;6;6;5;6;6;6;6;6;6;7;7;6;5;5;5;5;5;5;5;5;6;4;1,293;1,199;1,608;1,371;1,199;0,852;1,471;1,434;6,301;5,934611048;4,442;5;5,976;6,689;6
4;6;3;7;7;2;1;1;1;4;6;5;3;3;5;5;1;1;5;5;1;5;6;1;7;1;1;5;7;6;7;4;5;7;7;7;7;4;7;7;7;7;1;4;4;7;4;7;4;4;4;1;1;1;1;4;5;5;5;7;7;4;5;4;2;5;7;7;4;5;4;5;7;5;4;3;6;5;5;4;6;6;5;2;4;4;5;4;2;-1,45;-1,22;1,255;0,251;-0,563;-1,172;-0,906;-0,3;5,868;3,590755355;4;1,593;5,129;5,589;5
3;2;4;2;4;6;4;3;6;5;4;6;6;3;4;3;3;4;5;4;4;5;4;5;6;3;4;5;4;4;3;4;2;4;3;5;4;4;5;3;6;5;5;4;6;6;6;6;5;6;5;3;5;5;4;4;3;3;4;5;6;6;6;6;6;5;5;5;6;7;5;5;2;5;6;7;5;4;6;4;6;5;6;5;5;5;6;6;3;-0,206;-0,269;-0,619;0,31;-0,248;0,146;-0,057;-0,255;6;4,127395716;5,309;4,192;5,615;4,035;3,315
6;7;5;4;7;7;7;7;7;7;7;7;7;7;7;7;5;7;2;7;7;3;4;3;3;4;6;4;1;1;1;1;1;4;1;1;4;5;5;2;7;5;3;1;1;3;2;5;5;4;4;4;6;5;4;4;3;3;4;6;5;6;6;5;7;7;7;6;6;6;5;6;6;6;6;7;7;7;7;7;7;7;5;3;6;3;6;6;3;0,296;1,028;1,762;-1,112;2,002;2,118;0,058;2,375;3,224;5,573844419;4,322;4,587;5,973;2,164;3,315
1;4;3;3;3;2;4;2;2;4;3;2;5;4;4;3;4;2;3;5;1;6;5;4;7;7;5;5;1;1;2;7;1;1;1;7;7;7;1;1;7;7;1;1;7;4;7;7;1;1;1;7;4;2;4;7;1;1;1;7;7;7;7;7;7;7;7;7;7;7;4;4;1;3;6;6;5;7;7;7;7;7;5;5;7;7;7;7;3;1,062;-1,419;-0,894;0,769;-0,08;-1,398;0,183;-0,973;6,035;3,896279594;1;4,799;6,528;3,146;1
5;4;4;3;3;2;4;4;4;7;5;5;4;4;4;3;4;4;4;4;4;4;5;4;5;4;4;4;3;3;3;3;2;3;3;4;4;5;5;3;6;5;3;3;4;5;5;5;3;3;4;2;3;2;2;4;4;4;4;4;5;5;6;4;4;4;5;5;4;4;4;4;3;3;3;3;3;5;4;3;3;4;3;3;4;3;5;5;2;-0,192;-0,47;-0,894;-0,061;-0,235;0,319;-0,27;-0,271;5;3,990980834;3,369;2,59;4,468;3,435;4
2;6;4;6;4;7;4;3;3;5;5;4;1;2;2;1;2;6;4;6;4;2;2;3;4;6;4;3;4;7;6;5;3;3;2;1;6;5;6;5;7;6;5;3;4;2;3;6;3;1;2;7;5;3;3;2;2;1;4;4;2;2;3;6;5;4;5;3;3;3;4;5;6;6;4;4;1;6;7;5;3;5;5;5;4;3;6;7;6;0,077;0,411;1,419;-1,537;-1,999;-0,387;-0,419;-0,47;3,58;3,795941375;2,013;3,995;3,745;4,258;2,299
5;4;3;3;3;3;2;3;4;5;3;4;4;3;3;3;3;4;5;4;3;3;6;2;4;4;4;4;2;2;2;2;2;2;2;3;4;4;3;2;5;4;2;1;4;4;5;4;3;3;4;2;3;2;2;2;3;4;3;4;5;5;4;4;4;4;5;5;4;4;4;3;3;2;3;3;3;4;4;4;2;3;5;3;5;3;5;5;2;-0,192;-0,462;-0,7;-0,617;-0,732;-0,84;-0,484;-0,918;4,377;3,521984216;3,369;2,194;4,235;2,49;3,331
5;6;6;7;5;6;6;5;5;6;6;6;6;6;5;6;5;4;4;5;5;6;6;5;7;7;6;5;5;5;4;5;5;3;5;4;5;6;6;6;6;6;5;6;5;6;7;6;5;6;6;5;6;5;5;4;5;5;6;7;7;7;6;5;7;6;6;7;5;6;7;7;7;5;7;7;7;7;7;7;7;7;7;5;6;6;7;7;6;1,306;-0,04;1,648;1,181;1,188;1,008;0,945;1,514;6,377;5,658399098;5,678;4,997;6,376;4,999;5,315
6;6;6;5;6;6;5;5;5;7;6;6;4;5;4;4;4;5;5;6;6;6;6;4;5;5;4;4;5;6;6;5;5;5;4;5;5;5;6;5;7;6;2;5;6;6;6;7;3;5;5;4;5;4;4;5;5;5;6;6;6;6;5;5;7;6;6;6;6;6;6;6;5;4;4;5;5;6;5;5;4;6;6;5;6;5;6;6;3;0,064;0,794;1,377;0,551;0,075;1,019;0,532;0,974;6,301;5,12626832;4,357;4,392;5,91;5,033;5,315
5;6;7;5;6;6;7;7;7;6;5;5;6;6;6;5;6;6;6;6;7;4;7;7;7;6;7;6;5;3;6;4;2;4;4;5;4;5;7;4;5;7;5;2;4;4;4;7;3;2;5;5;1;5;1;3;6;7;7;6;6;7;6;6;7;7;7;6;7;6;6;7;6;4;1;6;5;6;7;5;5;6;5;5;5;4;7;6;6;1,537;1,392;1,377;1,394;1,376;1,368;1,644;1,653;4,902;6,153325817;3,43;2,994;6,444;4,262;6,646
7;7;7;6;6;6;2;7;7;7;7;7;6;5;6;6;4;6;4;6;6;6;7;6;7;7;6;5;2;3;1;1;2;2;2;5;3;3;4;2;6;5;3;2;5;4;6;7;6;6;7;3;5;4;4;6;6;6;6;7;6;7;6;5;5;4;6;6;5;5;4;5;7;7;7;7;7;7;7;7;7;7;7;5;7;5;7;6;3;1,306;0,797;1,839;1,593;1,04;1,427;1,414;1,709;5,657;6,043968433;6,369;4,389;5,471;2,72;6
4;4;4;3;3;4;4;4;4;4;5;5;4;4;4;2;2;3;4;3;4;4;3;3;4;4;3;3;5;4;3;4;3;3;5;4;3;4;4;4;7;4;6;4;4;4;5;5;3;3;3;4;5;4;3;5;3;3;3;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;3;3;3;3;4;3;3;5;4;5;5;3;-0,679;-0,911;-0,506;-0,925;-0,719;-0,128;-0,956;-0,526;4,678;3,443066516;3;4,184;4,919;3,98;3
6;6;6;5;6;6;6;7;2;6;6;6;6;6;6;6;6;7;7;6;6;6;5;6;7;7;6;6;4;7;7;7;6;6;5;6;7;7;7;6;7;7;5;5;6;5;6;7;6;5;6;5;5;5;5;6;6;6;6;6;6;7;6;7;7;7;7;7;6;7;7;6;6;6;6;6;7;7;6;7;6;7;5;5;6;6;6;6;6;1,549;1,604;1,377;1,137;1,529;0,874;1,627;1,495;5,979;6,060879369;5,691;5,198;6,602;6,066;6
6;4;6;7;7;5;6;3;6;6;6;6;7;6;6;6;7;7;7;6;7;7;6;6;7;7;6;4;5;6;6;4;4;6;5;5;6;6;7;5;7;7;4;5;5;6;7;7;5;4;6;4;5;5;2;6;5;5;6;6;6;7;6;5;6;7;6;6;5;6;6;6;7;7;7;5;6;7;7;6;7;6;4;4;5;5;6;5;3;1,064;1,796;1,376;1,558;1,849;0,88;1,676;1,625;6,678;6,1578354;5,06;4,372;5,981;5,282;5,315
4;4;3;3;4;3;2;3;3;3;4;4;3;3;3;2;2;3;3;4;4;3;4;2;4;3;2;3;1;5;2;2;2;2;2;5;2;3;4;3;5;4;2;2;2;4;5;4;3;2;4;2;2;2;1;2;3;3;3;4;5;5;4;3;3;3;5;4;3;4;4;4;3;2;2;3;3;4;4;3;2;3;2;2;3;6;5;5;2;-1,179;-0,875;-0,509;-1,073;-1,206;-1,115;-1,192;-1,162;4,377;2,967305524;3,06;1,792;3,936;2,616;3
5;5;5;4;6;5;5;5;5;6;6;6;5;5;5;5;4;5;5;5;5;5;6;5;6;6;4;6;5;6;6;5;4;5;5;5;6;5;6;4;7;6;5;2;5;5;6;6;5;3;5;3;4;3;3;5;4;5;5;6;6;6;6;5;7;6;7;6;5;5;6;5;6;5;5;6;6;6;6;6;4;5;6;5;5;3;6;6;4;0,805;0,364;0,722;0,766;0,558;0,87;0,741;0,869;5,678;5,19729425;4,382;3,59;5,826;4,907;4,646
3;6;2;6;5;4;2;2;2;2;3;3;2;3;3;1;1;2;2;3;2;2;3;2;4;3;2;4;3;4;4;2;4;3;2;5;5;4;5;4;6;5;3;3;2;5;4;7;2;1;2;3;2;2;2;3;4;3;3;3;4;4;5;4;3;5;5;6;4;5;4;5;6;6;6;6;6;6;5;5;4;5;3;1;3;4;5;4;3;-0,936;-1,902;1,03;-1,493;-1,679;-1,826;-1,641;-1,12;5,224;2,718151071;1,691;2,399;4,399;3,544;3,354
5;2;4;3;2;1;4;5;3;2;2;4;3;3;3;4;4;3;4;3;3;4;4;3;4;3;3;1;2;5;2;2;2;2;2;2;2;1;2;2;5;4;2;2;3;3;4;3;1;1;3;2;2;2;2;2;3;3;5;3;3;3;4;3;3;3;4;4;3;3;3;4;2;4;3;3;3;3;3;3;2;3;2;1;2;2;3;2;1;-1,419;-1,104;-1,739;-0,697;-0,568;-1,036;-1,221;-1,309;3,377;2,872604284;1,739;2;3,314;2,18;3,63
6;5;6;5;4;3;5;5;5;5;6;6;6;6;6;4;5;5;6;6;6;5;6;5;6;7;5;4;2;5;6;4;2;3;3;4;4;5;5;3;7;6;4;5;5;5;7;6;1;4;5;2;3;3;2;3;5;5;6;6;6;6;6;5;6;5;6;6;5;5;5;5;5;3;5;4;3;6;5;3;5;5;4;3;5;4;6;6;3;0,82;0,996;0,183;0,766;1,057;0,721;0,979;0,811;6,056;5,311161218;3,404;2,591;5,534;4,01;5,315
5;5;4;3;4;5;3;4;3;5;4;4;3;3;4;3;4;4;4;4;3;3;4;3;3;4;5;4;3;4;3;3;4;4;4;3;4;6;4;4;6;5;5;4;5;6;5;6;2;2;3;2;3;6;4;4;3;2;4;6;6;6;6;2;2;4;3;5;3;4;3;5;2;2;3;5;6;2;2;3;2;3;5;3;2;1;6;6;3;0,052;-0,663;0,109;-1,112;-0,546;-0,549;-0,658;-0,425;5,623;3,675310034;2,369;3,801;4,254;4,011;2,984
5;4;4;4;4;2;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;3;5;3;5;4;3;3;2;3;2;3;2;2;2;3;4;3;5;3;5;5;3;2;4;4;5;6;3;3;4;2;2;2;2;4;4;4;4;4;4;5;4;4;4;4;5;4;4;4;6;4;4;3;3;4;3;5;4;4;3;3;3;3;4;3;5;5;2;-0,679;-0,47;-0,472;-0,438;-0,555;-0,429;-0,604;-0,582;4,979;3,625704622;3,369;2,396;4,31;2,876;4
